FlowRate_LPM,Pressure_Bar,TankLevel_L,OilCost_$
441.99,72.41,3484.5,636.44
453.02,39.76,1941.3,519.13
286.52,55.27,3230.07,473.62
130.28,70.84,4827.55,451.86
255.13,46.48,4516.25,499.63
421.42,21.08,2618.07,499.65
460.71,24.47,2166.06,513.58
181.39,50.62,1937.62,317.93
126.79,78.17,3130.06,375.18
450.94,61.59,1456.99,525.99
255.76,24.25,3197.1,400.85
316.7,31.36,1005.33,350.67
487.23,66.28,2295.4,603.97
126.63,70.49,1879.74,301.02
359.33,57.06,4884.88,617.3
129.64,58.67,3908.97,387.16
250.19,21.7,2398.61,352.63
421.53,69.71,1371.38,510.36
273.39,67.3,3067.2,473.02
498.87,35.54,1853.79,545.1
323.62,62.52,3145.72,509.97
228.46,32.89,4341.45,449.18
188.04,22.42,3463.17,357.22
240.21,32.07,3535.15,417.03
249.01,30.72,3164.12,403.49
127.49,40.26,4709.06,397.84
247.83,45.11,4727.61,502.3
285.7,50.51,3050.89,456.87
389.1,48.61,2223.04,495.34
362.69,36.24,2838.35,486.43
383.51,21.75,1746.23,426.74
103.35,56.31,3545.38,344.4
187.07,43.74,3000.37,365.29
364.67,37.92,1413.2,419.28
293.6,72.02,1790.59,432.43
102.13,64.8,2918.53,324.83
421.8,71.47,4550.36,672.15
409.12,49.7,3265.56,565.13
319.37,27.86,3726.14,483.58
126.59,61.77,2356.11,311.73
406.61,32.36,3285.65,538.11
333.49,46.47,2789.52,475.97
412.78,23.9,3636.52,547.9
400.7,69.52,1202.3,484.95
421.2,27.56,2973.2,526.96
307.2,74.19,2183.97,466.24
156.13,71.85,2304.74,347.92
368.46,47.87,4843.67,608.77
348.19,64.66,1730.78,462.08
396.9,57.17,2244.98,515.52
167.95,68.18,3039.57,388.62
177.99,45.91,4452.11,433.86
456.16,67.15,2666.68,598.99
399.99,47.75,3975.46,590.39
463.29,76.46,4425.5,706.59
403.49,49.18,2240.07,508.57
338.86,47.76,2571.0,471.28
361.65,67.1,2426.22,511.29
455.65,69.29,4331.42,685.03
331.52,53.27,1177.39,403.99
352.96,30.79,2233.68,440.23
162.59,48.07,3717.63,388.05
289.57,78.08,3261.77,511.87
386.56,65.18,2745.16,544.27
208.38,68.67,3159.79,427.7
180.9,21.97,1790.34,267.19
225.53,48.07,2722.87,388.68
196.6,58.8,3006.81,395.82
185.97,69.8,4604.76,483.71
269.94,22.96,2043.34,352.55
463.14,71.15,4471.31,700.79
302.82,52.9,3576.97,500.46
175.17,31.84,1081.36,241.96
130.79,39.04,3898.53,358.11
378.46,36.92,1142.21,415.25
253.12,51.85,4989.52,529.75
428.73,23.1,4490.55,602.16
363.8,29.51,2189.37,444.78
418.5,68.76,2029.64,539.42
208.78,27.96,2525.76,335.25
376.94,34.0,2424.67,473.79
205.62,47.2,2489.35,359.77
475.63,51.03,2273.11,570.7
354.55,65.82,3484.53,556.59
229.8,46.84,1657.05,336.96
207.8,67.39,4383.93,486.53
176.37,57.1,4249.61,439.23
377.86,26.79,2905.93,487.76
187.49,29.38,4410.92,414.6
338.12,46.22,1988.58,439.26
205.85,43.81,1070.26,283.92
364.79,64.61,3476.83,562.59
425.98,54.84,2831.64,564.63
411.21,43.29,3268.66,557.33
404.34,30.25,4597.36,598.71
175.09,33.61,4879.7,434.47
135.35,54.53,3537.81,366.97
379.58,45.41,4056.22,574.58
247.34,50.9,1335.23,340.98
272.94,30.24,1642.86,345.85
112.46,59.77,3932.82,376.27
203.83,71.15,2725.46,406.07
113.47,35.48,2783.86,283.18
451.67,49.49,2234.43,547.3
197.36,78.53,3429.43,447.16
322.93,39.99,1740.66,405.37
115.59,55.7,3507.67,351.41
366.74,25.41,1695.2,416.27
229.21,56.36,1255.3,330.68
459.17,25.38,2321.43,521.47
455.25,77.55,1924.56,576.76
230.12,62.94,4555.97,506.3
460.38,67.29,1219.81,530.23
498.46,62.25,1706.45,577.46
430.17,55.38,3194.88,586.95
437.95,46.99,2924.27,567.06
199.6,71.5,1183.41,326.11
330.68,77.41,1029.01,432.11
126.9,49.94,4952.27,424.05
137.97,75.89,3635.34,405.98
499.56,55.0,2461.62,605.23
230.66,52.3,2881.73,407.07
399.27,47.27,2066.2,493.63
422.67,32.56,2379.5,505.94
443.21,20.22,3596.18,564.71
499.05,34.49,4531.25,677.54
196.6,50.58,1736.52,319.98
116.14,42.8,4361.45,375.18
264.48,46.91,1486.23,356.26
152.03,78.84,1859.97,332.88
108.97,41.02,1148.7,206.14
244.17,47.13,1563.25,344.2
413.5,28.01,4669.21,606.27
326.47,22.88,2837.75,437.38
225.11,66.52,1310.66,345.41
361.74,54.24,4838.91,612.7
192.81,65.64,4515.97,478.51
105.75,28.99,4018.73,329.03
405.74,54.31,4733.89,642.75
349.5,35.22,1880.52,426.45
404.92,33.68,4345.48,591.74
115.58,20.69,3759.96,311.5
434.85,27.82,4479.04,613.56
347.81,38.56,4187.65,545.46
325.36,27.01,2385.98,420.1
349.85,79.15,4097.59,603.48
445.77,38.52,2049.83,516.89
334.77,27.82,2314.37,425.27
332.38,31.94,1431.62,385.4
496.27,55.26,4740.31,716.93
402.69,23.84,2164.01,466.12
276.92,71.75,3082.49,483.28
382.96,77.69,2565.33,551.17
255.69,34.8,4839.71,498.75
191.55,47.01,2340.2,340.76
338.74,21.33,4114.18,508.69
471.27,58.44,4421.66,685.77
471.66,44.84,2742.43,581.7
236.76,36.2,2512.69,369.35
311.07,32.41,3990.98,497.02
184.65,59.24,4651.58,469.16
498.25,44.97,4019.73,667.05
492.45,30.78,1908.51,535.55
359.8,61.35,4553.23,607.52
421.77,53.9,2550.33,545.79
386.04,71.52,3304.92,581.36
337.26,27.05,4325.74,526.67
121.34,67.14,1753.58,285.46
281.91,60.41,4138.04,523.04
369.91,26.9,3384.65,505.52
371.01,61.69,4573.37,618.01
249.25,46.49,1687.88,353.53
476.68,76.7,2682.73,630.53
166.94,28.5,4331.37,392.87
300.14,58.57,1076.93,381.82
376.35,42.92,1448.81,437.9
378.85,77.41,4962.26,667.31
359.46,39.8,2121.58,453.34
210.12,77.73,4902.17,529.8
162.48,74.09,1730.13,327.63
354.38,36.22,2444.38,460.05
339.72,68.21,4011.48,574.67
171.74,79.74,3631.11,438.55
382.06,35.16,3324.49,524.61
282.07,46.21,3119.6,450.94
367.1,51.21,4373.76,589.19
434.95,37.7,1939.79,501.49
167.89,20.92,2769.88,304.18
107.66,33.21,1621.81,217.03
411.64,36.92,3383.77,553.88
343.88,46.62,2002.18,445.14
379.86,30.27,2335.37,466.05
435.26,72.4,2885.0,601.05
421.12,62.29,1107.08,485.7
484.37,25.11,1367.75,493.55
314.37,59.01,3743.72,527.19
295.4,59.22,2715.88,460.94
260.75,77.37,4459.16,547.62
161.48,20.18,3778.69,348.39
329.04,34.88,1032.4,367.17
210.81,75.67,3466.85,455.49
468.52,75.93,1374.9,557.46
333.28,63.24,4123.73,567.66
337.14,65.95,4966.03,616.93
241.97,25.49,3124.8,388.05
120.8,50.83,3731.12,359.44
112.7,33.89,1949.26,238.46
269.33,30.87,2750.39,399.3
133.83,68.62,4424.38,431.21
342.74,28.1,1669.69,399.83
452.39,48.12,2062.14,537.2
453.17,76.31,2781.73,616.09
363.62,31.15,3849.0,530.07
184.49,78.68,2503.54,390.79
445.2,79.66,4710.93,711.19
454.44,53.34,1377.83,512.45
178.66,30.21,2483.22,312.4
394.97,38.97,3835.82,566.22
214.61,45.47,1903.95,335.09
421.06,38.56,3625.65,575.97
498.9,36.84,1656.87,537.22
112.01,78.33,1223.92,268.31
458.95,29.2,1484.06,485.16
349.05,64.0,4719.94,611.24
489.35,20.02,3207.0,581.87
286.0,55.77,4185.38,521.73
438.96,74.96,2330.62,580.13
124.96,37.28,3370.63,324.41
234.11,31.13,2979.81,382.98
126.81,59.1,4782.95,429.24
490.14,62.76,3990.3,685.76
426.79,61.28,3922.17,629.46
441.02,39.16,1185.41,470.82
475.19,35.13,3198.68,592.78
134.04,77.36,2867.97,366.66
254.24,75.4,4711.37,552.06
128.41,47.44,2029.37,275.36
184.32,70.77,2079.33,357.58
191.75,47.14,2645.38,356.38
287.64,45.46,1973.48,396.98
207.42,29.41,1516.74,285.89
140.39,45.58,4429.66,402.17
167.0,52.25,3233.11,373.62
158.91,21.35,4445.45,381.43
489.23,46.65,4324.54,677.58
403.72,66.88,2128.17,529.7
487.1,60.8,3190.95,640.44
275.9,58.11,1332.87,374.52
211.35,74.57,4661.01,513.99
419.32,21.08,2617.05,497.93
230.5,53.42,2574.7,393.27
219.75,67.24,2211.02,387.22
193.0,52.48,2842.65,375.25
151.87,39.43,2007.04,281.0
202.59,28.18,2499.41,329.3
242.13,73.25,4199.79,513.57
369.6,48.25,4337.02,584.9
125.03,72.69,2216.73,319.89
184.2,55.15,2876.06,373.89
423.61,60.45,4495.28,654.33
158.77,68.26,1210.69,289.93
237.06,59.55,4556.58,506.8
445.86,43.88,1876.74,516.35
161.97,50.82,3714.16,391.51
133.09,68.18,3330.21,375.26
293.82,42.42,3211.76,459.27
220.97,43.29,4437.44,463.58
325.36,25.74,1406.29,369.22
421.52,74.88,2388.11,568.94
154.86,25.46,3153.01,319.73
332.28,58.89,4245.16,566.42
302.2,44.79,1865.77,402.24
157.63,44.34,4211.72,403.2
349.6,60.77,2598.55,500.77
209.46,24.03,1755.66,291.39
295.13,55.62,4035.95,521.34
132.91,66.32,1363.6,273.99
283.83,69.69,3059.07,484.56
222.59,30.23,1255.5,286.19
428.95,73.85,2425.67,575.21
122.79,59.37,3404.31,357.5
267.44,72.91,3224.46,484.54
283.37,49.12,2618.62,431.3
390.0,52.52,2716.19,526.59
329.72,75.14,1907.08,471.84
366.88,73.99,2823.53,545.68
410.82,46.89,4813.02,639.64
444.88,36.46,4401.81,630.69
225.55,43.59,1580.93,324.87
315.21,43.27,1119.12,373.02
436.04,37.21,4734.1,641.36
495.78,36.11,3107.0,606.15
455.81,71.66,3151.35,629.71
248.59,24.19,4122.87,441.3
178.07,60.66,2258.76,346.38
295.76,30.37,2927.63,428.54
396.66,40.67,4874.65,622.06
297.03,23.69,3688.59,457.59
293.27,36.2,1614.98,369.66
435.29,66.11,1532.91,524.04
244.56,73.1,1817.06,396.15
443.92,33.29,4066.85,608.41
262.72,47.81,2181.51,390.97
231.29,48.22,1085.56,311.64
281.6,72.41,4776.7,572.73
404.98,65.77,1678.85,506.58
150.4,50.78,1038.23,248.41
178.57,60.24,1948.53,330.65
480.58,70.84,1940.12,587.73
170.2,20.57,2688.02,301.42
327.09,44.17,4681.56,562.01
331.73,74.43,4516.74,602.87
295.85,64.42,2827.58,474.69
357.9,52.57,2643.6,497.35
191.93,51.78,3220.04,392.21
321.06,40.87,1973.82,416.84
248.87,51.23,1208.74,336.38
364.67,59.32,4756.9,618.56
156.49,45.1,1746.8,280.18
328.35,62.85,1793.6,446.63
174.11,71.67,2889.84,391.29
211.46,29.28,2966.45,361.41
187.48,47.09,1073.74,274.31
173.14,44.48,1591.82,284.82
430.28,61.25,2512.62,561.73
214.28,34.99,3734.92,410.66
470.85,58.42,1913.67,559.99
487.97,72.65,2692.06,633.95
328.5,45.09,3229.38,491.9
157.2,74.66,4554.37,465.47
249.82,79.59,2304.28,434.45
419.09,26.37,1534.23,451.53
246.96,33.98,2957.09,396.39
134.81,77.02,3986.89,422.72
322.71,77.5,1439.44,446.39
438.05,25.86,2698.73,524.17
418.37,20.9,1071.14,419.6
170.05,29.67,1134.24,237.25
369.11,79.76,2931.81,561.52
188.2,30.8,2192.79,306.4
187.28,50.15,4380.43,444.08
449.63,70.91,3408.62,636.49
199.87,21.22,2815.73,332.52
205.3,56.27,2631.74,380.23
100.26,36.62,2988.98,284.59
448.27,71.74,1161.76,524.31
417.04,37.01,4571.17,617.7
350.93,61.21,4993.21,622.21
400.11,60.45,1725.95,497.06
160.82,33.29,1481.53,252.67
283.33,22.09,1574.31,338.51
240.49,44.55,3644.11,441.43
137.51,37.35,3645.76,348.32
294.45,68.54,4391.7,557.95
468.3,68.02,4007.31,677.03
116.02,47.42,2798.76,303.89
216.58,56.39,3451.42,430.42
183.02,56.26,3753.14,418.45
195.26,69.63,3050.95,413.2
463.37,45.5,2902.6,584.08
287.23,36.53,3580.39,463.59
286.52,35.9,3229.9,444.56
404.23,52.17,3575.77,580.43
161.8,46.95,3451.42,372.43
294.91,46.41,3876.79,499.38
271.99,25.47,3571.21,434.36
338.76,63.12,3078.97,519.63
499.82,32.82,3727.19,635.45
407.78,31.82,2797.93,513.85
259.15,44.77,1966.68,372.8
431.02,33.67,1005.67,445.6
168.28,55.03,3239.86,379.17
112.19,42.29,3362.62,321.31
181.78,46.93,4888.2,460.24
236.16,52.23,2445.91,389.57
304.23,32.21,2576.53,420.53
346.05,29.35,1807.2,411.22
464.24,72.83,1282.14,544.74
303.94,46.02,4091.22,516.75
300.51,44.73,1998.72,407.43
120.1,22.14,3435.62,301.06
113.96,49.88,3751.09,353.54
320.46,53.25,2884.95,480.49
275.27,53.53,4505.41,525.78
435.67,62.42,2775.18,580.93
164.27,30.65,2139.63,284.37
109.99,35.13,4584.06,369.89
279.62,68.64,4446.26,548.97
194.99,76.83,1656.16,354.05
119.85,28.16,1103.84,193.3
389.84,49.86,1359.94,454.66
144.64,32.85,2146.19,272.3
343.33,23.6,4889.04,554.52
212.42,39.53,3234.06,390.93
169.4,28.62,2493.05,303.1
251.9,62.6,4554.86,523.16
420.58,52.02,2812.55,555.13
256.84,28.63,2260.95,361.46
400.31,20.55,4764.88,589.32
150.19,68.49,4398.07,442.79
409.11,30.57,4374.67,591.88
194.77,56.37,3049.14,392.84
370.96,40.22,4157.75,564.98
326.31,55.13,1717.41,429.61
471.66,38.94,3292.89,600.38
254.93,25.22,4935.38,488.54
126.47,33.38,2163.83,259.43
107.66,31.28,4177.41,341.93
430.74,45.68,2961.91,561.21
309.89,59.5,1159.22,395.12
410.1,35.83,4052.08,584.42
193.77,20.72,1674.28,269.82
238.03,51.14,3525.89,443.43
112.04,56.35,1342.66,241.28
484.6,77.77,4787.47,743.71
367.15,55.37,2166.9,485.11
473.28,48.27,1905.86,546.32
206.2,54.4,1516.55,322.39
344.59,75.67,4784.01,628.38
371.4,69.7,3847.61,594.05
227.02,39.38,3966.64,439.02
439.24,34.24,2997.62,552.63
478.86,35.76,2898.91,581.67
453.94,50.27,1440.08,510.56
395.63,64.64,3239.36,575.43
210.99,50.19,1987.67,343.46
212.65,24.07,4908.58,451.65
485.34,63.41,4186.32,692.71
104.11,68.36,2651.97,318.43
386.42,37.37,1605.37,445.46
382.5,59.85,4141.33,602.84
349.08,45.6,1488.22,422.06
496.04,73.35,1757.34,594.72
224.75,70.71,1846.08,378.18
235.99,51.53,3227.56,427.46
131.58,61.49,4148.23,404.91
277.12,73.0,2257.26,444.06
204.42,49.74,1338.68,305.08
237.35,38.8,2858.15,390.98
433.83,65.22,3992.44,644.51
474.19,33.2,1886.66,523.49
174.29,43.31,1879.7,298.39
249.0,71.94,4788.91,546.56
471.45,63.47,4816.61,713.19
124.72,44.23,4961.86,414.21
136.94,32.88,4230.64,370.41
165.12,41.36,1752.74,281.77
338.09,37.05,1847.93,418.43
160.19,30.57,2360.9,292.04
487.23,64.6,2272.53,600.31
278.69,35.12,4826.11,516.94
300.61,47.25,4156.3,519.18
198.66,43.15,3896.04,418.46
288.38,78.92,1743.85,436.29
364.77,43.47,4638.1,588.92
400.47,24.8,4311.48,573.15
401.55,25.39,1654.57,442.05
331.16,55.45,4484.68,572.33
461.74,55.96,2088.99,557.79
426.96,45.13,1323.48,475.43
402.82,45.91,3627.29,572.49
122.24,23.24,3615.22,313.41
102.75,50.99,1379.73,227.68
184.98,50.28,2275.41,337.18
365.41,28.97,4971.26,584.35
264.48,26.23,3713.71,436.61
260.96,27.41,3920.3,445.91
453.83,26.06,1851.67,494.74
458.23,56.58,1315.13,517.21
463.67,31.79,2107.61,524.0
225.55,35.09,1995.59,332.85
376.42,30.41,1938.18,443.67
208.65,77.47,1771.02,371.68
176.24,71.28,3299.02,412.86
173.85,33.83,2312.41,305.45
236.84,39.65,4281.38,463.02
271.98,32.59,1735.79,353.27
432.38,49.51,2858.51,563.1
147.96,21.18,1054.63,202.86
393.97,60.28,2926.73,551.94
312.58,51.39,1223.35,388.32
215.18,73.92,4910.89,528.56
297.13,29.86,4162.37,490.62
219.98,68.25,2960.45,426.37
338.43,67.52,1346.35,439.34
273.54,27.63,3369.78,428.77
165.76,43.91,4035.06,400.23
146.63,30.21,1762.87,250.76
318.68,35.28,3272.83,471.51
460.97,35.79,4256.84,635.31
237.58,53.37,4072.99,473.78
393.2,44.68,4211.97,592.19
363.46,76.86,4517.29,631.93
472.62,27.58,4750.73,657.01
428.39,78.42,2622.08,591.45
326.64,33.84,3275.08,475.82
362.81,66.37,4162.64,597.94
459.35,40.34,3788.56,617.42
259.81,28.58,4982.08,499.83
230.72,71.47,1054.71,344.52
104.32,38.53,2420.53,262.28
430.62,59.53,2124.11,540.0
420.39,53.99,2049.26,519.76
141.78,48.31,1890.12,280.39
330.74,49.75,3836.5,531.04
285.59,63.93,1339.04,391.33
147.48,25.27,3966.44,354.21
492.23,60.09,3773.7,672.6
185.88,73.75,2003.22,359.49
126.89,23.47,2011.34,237.28
337.94,28.44,3515.44,488.78
395.55,63.0,4048.68,613.37
112.98,46.24,4505.94,385.03
363.49,44.21,4408.56,577.54
312.92,28.22,4859.53,535.64
141.31,50.41,3325.54,354.93
169.01,27.59,4634.62,408.33
327.19,48.6,4234.05,546.35
218.54,65.82,4578.67,502.49
475.33,35.5,1046.51,485.83
427.5,48.85,4863.61,658.45
493.43,79.52,2894.12,658.73
203.87,61.2,4192.73,464.53
487.89,70.48,1508.82,571.47
272.49,44.89,2583.76,414.52
239.01,66.07,2085.84,394.61
120.14,22.43,2166.64,238.09
121.11,27.37,1493.02,212.6
376.8,32.18,4223.06,560.87
283.17,44.12,1036.97,344.56
190.61,70.74,2250.02,371.11
345.59,40.78,1697.64,422.52
201.14,59.28,3356.16,417.64
331.05,62.56,2017.01,459.53
243.68,55.17,2035.99,379.5
429.42,41.43,2953.35,553.36
428.28,54.62,3610.76,605.1
290.94,40.54,1485.22,367.82
240.33,25.03,1702.05,314.91
245.02,79.57,1988.7,414.81
422.29,27.63,4894.99,624.02
231.27,24.34,2588.61,350.96
183.62,72.71,3395.96,425.76
133.88,38.11,1966.17,262.57
286.68,59.02,2961.84,465.96
292.85,39.74,1296.48,358.72
436.36,43.49,1138.97,471.27
188.5,35.73,2874.93,348.13
252.4,40.58,2594.64,392.52
423.36,44.64,1547.52,483.03
429.45,63.22,3750.41,625.92
253.84,50.69,4971.61,527.69
283.65,76.61,2582.59,470.97
221.31,22.51,3498.23,385.73
473.02,50.18,4851.9,696.29
147.46,55.05,4326.14,416.85
473.5,75.21,2854.21,634.33
373.55,22.95,3949.96,530.76
312.63,54.41,1512.54,407.35
113.06,71.22,3048.42,349.7
290.24,34.52,2116.24,389.78
263.1,72.58,1644.65,401.58
164.49,21.14,2705.12,298.56
362.56,63.95,1524.06,462.17
488.46,75.99,3795.94,694.55
324.88,59.43,2824.96,490.3
385.9,46.34,3124.58,534.46
127.38,22.69,1585.5,215.22
267.07,75.21,1559.09,404.42
146.54,48.22,3333.66,356.24
345.12,21.74,4940.04,555.71
475.39,61.39,1385.0,541.65
364.71,48.91,2142.93,472.28
130.72,27.46,4477.84,369.66
241.87,32.86,1289.09,307.23
320.27,23.87,4503.54,517.19
261.28,54.46,3097.14,445.57
433.46,57.32,2633.07,564.4
425.87,50.34,2238.72,528.15
344.73,69.03,2188.47,488.75
249.38,71.66,2223.21,418.16
202.13,56.94,4539.21,474.07
142.35,20.77,3895.18,339.79
241.96,61.71,3678.89,470.08
265.27,45.08,4195.0,489.58
370.33,53.93,2028.46,478.59
363.26,58.94,3472.17,552.64
128.04,41.01,2840.26,305.97
258.1,75.03,4129.77,525.51
172.71,28.04,2237.02,292.08
162.73,60.29,3572.71,399.25
430.92,20.26,4528.85,601.57
116.77,75.48,2608.6,337.06
267.67,26.75,1266.49,317.59
167.28,25.69,3064.2,325.57
451.73,39.98,2383.89,540.55
322.82,42.41,3688.9,506.32
192.55,32.86,4804.13,443.54
300.97,55.11,2942.43,470.56
392.59,46.57,2864.76,527.18
483.25,22.05,3618.34,600.59
188.18,39.18,1413.99,280.01
454.47,68.63,2014.02,567.22
473.72,61.38,4675.92,704.85
466.57,63.49,3679.77,652.48
354.17,61.89,1053.78,428.85
351.93,38.66,1818.5,430.46
261.28,25.98,3731.35,434.56
400.96,36.35,4057.6,578.17
312.52,69.91,4359.44,572.85
370.98,78.83,2168.71,523.46
271.38,49.63,4724.11,527.76
392.6,20.58,3211.79,505.54
429.79,28.4,3786.16,575.74
158.57,39.32,3386.96,355.19
433.17,54.72,1490.96,503.16
316.12,24.51,4852.46,532.28
437.87,76.6,1491.5,539.77
272.52,41.91,2019.53,381.85
251.62,74.76,4254.51,526.15
466.02,66.83,3474.39,646.79
200.47,65.33,4352.6,475.99
437.68,56.4,3062.94,587.9
293.61,57.61,2507.97,446.7
305.64,58.28,4687.38,566.3
223.39,57.72,1145.01,322.55
329.22,53.22,4424.52,564.44
230.08,79.18,1923.27,399.01
115.71,63.94,4394.95,408.22
208.8,66.62,1556.79,344.8
102.55,72.35,3320.88,356.61
491.34,32.94,4552.43,670.1
486.3,25.03,2894.16,571.29
258.06,48.97,3986.27,479.22
391.35,50.84,4218.69,600.28
238.32,69.75,3945.98,492.58
368.44,46.63,4701.32,599.76
422.17,54.25,2787.34,558.48
478.7,51.62,1692.5,545.02
260.08,22.29,1191.24,301.07
413.32,56.91,1985.84,515.32
206.37,69.68,1572.79,348.26
496.13,29.45,3231.79,602.67
110.31,55.66,1739.78,258.73
341.41,55.62,1155.73,414.34
363.8,29.85,1143.96,393.02
375.22,27.41,4326.28,557.6
148.16,78.8,3365.8,405.02
475.41,43.62,2432.34,567.38
172.47,33.65,4576.91,417.29
349.1,30.28,1280.79,388.74
189.07,60.06,4921.29,487.4
222.89,56.57,3465.17,436.42
318.58,58.61,1733.86,429.48
266.88,25.28,3716.28,437.24
164.09,73.61,4053.53,444.37
168.37,43.36,2717.37,335.6
267.26,38.8,4446.53,494.34
402.91,47.74,1602.93,474.09
459.19,43.4,2115.35,538.22
133.65,71.81,1373.97,283.34
257.24,75.76,1843.51,411.6
140.1,38.21,1954.92,267.14
106.64,71.84,4670.53,426.59
364.69,66.89,1312.44,457.71
340.98,75.85,2709.66,522.04
165.21,34.75,3129.59,340.76
193.53,54.62,4594.77,466.49
109.48,36.47,4990.78,391.83
433.98,69.45,4013.55,652.03
489.88,20.32,4883.16,666.54
154.18,53.89,4148.4,411.6
192.59,40.35,4852.81,457.24
447.36,39.36,3829.08,608.39
470.59,58.69,1319.05,530.46
267.85,71.09,2607.68,451.3
120.25,56.55,3586.39,360.35
115.76,71.19,2402.87,319.53
329.58,35.88,2093.54,422.15
257.16,51.17,3309.6,447.96
111.46,47.03,4734.01,396.42
333.3,20.7,1139.93,354.69
104.52,53.41,4076.92,367.58
414.95,59.69,3890.91,616.04
222.57,55.51,4855.81,504.12
116.1,64.18,4722.84,425.29
335.34,54.28,4048.93,552.14
259.07,24.01,3081.64,397.35
489.52,26.99,1817.07,522.95
317.68,55.79,3180.94,496.87
210.1,36.5,4061.41,425.9
383.78,24.78,4582.68,573.32
208.6,45.78,4158.85,443.48
461.7,53.26,1781.07,538.3
249.89,39.72,3398.75,429.44
319.95,63.23,2328.69,467.23
120.23,58.63,1036.82,235.96
270.45,39.97,1800.88,366.36
432.95,65.29,1452.88,516.94
422.26,58.92,4370.88,644.73
189.73,58.25,2034.03,340.85
190.43,53.21,2138.79,339.09
426.92,20.68,4839.75,614.55
472.16,61.79,2516.35,596.23
138.14,42.56,1038.34,226.28
280.02,76.56,2135.38,445.62
234.98,69.08,1477.2,365.46
448.28,55.26,1411.23,512.07
133.41,35.13,1309.95,224.92
184.45,32.22,3373.04,364.55
400.99,40.42,1757.39,469.29
120.52,48.59,2444.97,291.55
297.01,37.76,4448.07,516.66
276.84,50.9,2697.35,432.69
233.76,29.92,4662.77,465.03
257.83,78.66,2991.75,473.84
311.98,26.48,2595.35,419.06
164.55,75.92,4001.56,445.59
328.8,74.81,1292.7,439.9
422.17,51.52,1357.91,482.92
404.06,63.49,3607.89,598.89
161.56,46.16,2947.76,345.88
159.7,57.8,4161.66,422.55
207.27,40.43,4665.08,459.72
244.43,38.07,2553.47,380.32
263.38,54.69,3385.64,462.03
371.88,49.89,3002.79,522.47
122.67,54.77,4926.44,426.62
113.87,37.2,4324.34,363.11
256.76,42.02,4646.95,500.79
378.87,25.03,2017.36,441.51
177.37,23.14,4090.11,381.11
356.6,35.21,2061.89,441.19
203.93,24.45,1834.97,291.58
454.43,26.23,4777.06,641.74
458.28,68.78,1077.22,523.65
218.91,22.33,4861.55,451.71
192.0,59.54,1597.05,322.76
264.52,36.35,4277.75,480.04
196.21,72.29,2103.69,370.59
368.95,49.1,2402.81,488.95
430.43,38.33,1867.03,495.19
369.24,51.06,3342.06,539.08
429.74,42.92,2392.38,527.79
258.8,53.86,3629.57,469.3
162.53,26.87,1062.59,223.46
395.18,79.82,1257.5,498.75
244.19,45.53,1398.64,333.58
368.51,40.89,2675.97,489.95
208.26,62.61,4259.18,473.48
132.49,41.83,4552.71,396.38
497.03,70.0,1979.24,601.58
162.48,47.26,3297.48,365.74
495.37,63.17,4073.46,694.73
490.91,26.45,2155.32,540.17
417.53,70.77,2636.03,571.97
363.77,64.14,3095.9,542.02
331.12,32.7,1539.5,390.93
446.44,28.72,1103.93,455.42
215.78,38.98,1611.22,311.65
287.07,78.56,3507.41,522.88
347.76,35.41,1294.47,396.04
264.48,47.37,1758.79,370.57
270.99,21.8,2351.42,367.07
232.11,43.83,1311.48,317.02
325.69,54.28,1766.8,430.31
440.23,77.19,4645.08,700.22
180.61,51.0,1077.2,274.86
473.77,69.15,3613.73,663.42
375.64,52.83,2537.64,506.63
429.31,22.45,3690.59,561.65
322.48,38.9,3354.77,484.07
411.81,54.53,1894.0,505.94
106.48,77.04,4388.84,420.18
427.35,71.55,2967.76,597.59
116.06,33.7,4290.14,357.9
455.97,33.21,2624.05,545.78
496.79,32.07,4938.74,692.47
217.63,75.35,4081.96,491.22
184.13,71.16,4863.8,497.23
406.15,66.49,3057.31,577.52
201.21,43.56,2894.76,371.05
446.22,50.26,4021.82,633.46
141.14,47.86,4521.17,410.76
150.38,35.2,4856.58,415.94
491.66,50.3,2298.21,583.69
369.54,21.83,4194.82,538.11
438.75,27.91,1842.58,485.0
229.73,73.2,3182.3,452.69
370.59,65.1,1719.39,480.1
337.7,45.37,2389.59,457.7
341.26,51.03,4725.43,585.82
373.01,42.2,1584.36,440.93
330.14,64.45,3529.6,537.27
271.62,67.05,3371.82,486.47
210.37,65.8,1482.95,341.14
407.43,63.36,2303.92,536.18
190.51,32.27,3251.93,363.41
376.94,40.28,1748.71,449.41
193.33,48.19,4202.49,437.08
350.13,39.85,4888.63,584.31
398.83,65.3,1859.04,509.96
187.49,39.76,1747.65,297.01
123.98,28.29,2819.74,282.61
152.39,43.94,3991.06,387.38
342.4,78.79,2126.4,498.43
439.78,33.55,1079.52,456.13
118.0,56.73,3164.88,337.74
393.66,45.98,4826.4,625.22
236.53,24.26,2565.11,353.87
291.41,49.27,2680.54,441.06
471.54,62.13,4875.61,714.21
232.79,50.79,3778.43,451.34
286.13,72.33,3876.69,531.23
105.47,37.34,3250.81,302.92
132.64,25.17,4898.44,388.8
203.44,76.19,3755.47,464.81
111.14,42.69,4580.13,381.96
352.55,54.58,3797.52,553.79
270.56,67.52,3940.46,514.75
319.26,39.46,2161.64,422.68
